,Unnamed: 0,ChannelStartInKeV,ChannelCount
0,0,0.0007434216,-11.882352941176464
1,1,0.02076312,-9.492647058823524
2,2,0.04078282,-7.102941176470583
3,3,0.06080252,-4.713235294117643
4,4,0.08082222,-2.323529411764703
5,5,0.1008419,0.06617647058823728
6,6,0.1208616,2.4558823529411775
7,7,0.1408813,4.845588235294116
8,8,0.160901,7.23529411764706
9,9,0.1809207,84.64705882352942
10,10,0.2009404,432.3529411764706
11,11,0.2209601,1163.8235294117649
12,12,0.2409798,1868.6470588235297
13,13,0.2609995,2186.9411764705883
14,14,0.2810192,2252.470588235294
15,15,0.301039,2259.823529411765
16,16,0.3210586,2260.4117647058824
17,17,0.3410783,2260.6470588235293
18,18,0.3610981,2260.823529411765
19,19,0.3811177,2261.1176470588234
20,20,0.4011374,2261.2941176470586
21,21,0.4211572,2261.529411764706
22,22,0.4411768,2261.5882352941176
23,23,0.4611965,2261.764705882353
24,24,0.4812163,2261.235294117647
25,25,0.501236,2254.764705882353
26,26,0.5212557,2221.2352941176473
27,27,0.5412753,1915.0
28,28,0.561295,1222.764705882353
29,29,0.5813147,557.4117647058824
30,30,0.6013345,279.9411764705883
31,31,0.6213542,253.64705882352942
32,32,0.6413739,285.82352941176475
33,33,0.6613936,322.70588235294116
34,34,0.6814132,360.88235294117646
35,35,0.7014329,399.47058823529414
36,36,0.7214527,438.94117647058823
37,37,0.7414724,477.29411764705884
38,38,0.7614921,513.5294117647059
39,39,0.7815118,548.5882352941176
40,40,0.8015314,584.8235294117648
41,41,0.8215511,622.8823529411766
42,42,0.8415709,659.1764705882354
43,43,0.8615906,654.1176470588235
44,44,0.8816103,649.2941176470588
45,45,0.90163,646.8823529411766
46,46,0.9216497,643.4117647058823
47,47,0.9416693,639.3529411764706
48,48,0.9616891,635.7058823529411
49,49,0.9817088,633.2352941176471
50,50,1.001728,630.2941176470589
51,51,1.021748,626.6470588235294
52,52,1.041768,622.5294117647059
53,53,1.061788,616.2941176470588
54,54,1.081807,610.4705882352941
55,55,1.101827,608.3529411764706
56,56,1.121847,605.7058823529412
57,57,1.141866,603.2941176470589
58,58,1.161886,598.6470588235295
59,59,1.181906,594.1176470588235
60,60,1.201926,587.5882352941177
61,61,1.221945,581.9411764705883
62,62,1.241965,578.1176470588235
63,63,1.261985,574.2941176470588
64,64,1.282004,567.764705882353
65,65,1.302024,563.4705882352941
66,66,1.322044,556.6470588235295
67,67,1.342063,554.764705882353
68,68,1.362083,550.2352941176471
69,69,1.382103,549.1176470588235
70,70,1.402122,550.4705882352941
71,71,1.422142,554.8823529411766
72,72,1.442162,550.4705882352943
73,73,1.462182,548.5294117647059
74,74,1.482201,542.8823529411766
75,75,1.502221,537.2352941176471
76,76,1.522241,534.1176470588235
77,77,1.54226,529.4705882352941
78,78,1.56228,527.8823529411765
79,79,1.5823,523.5294117647059
80,80,1.602319,519.0000000000001
81,81,1.622339,517.529411764706
82,82,1.642359,511.5294117647059
83,83,1.662379,507.9411764705883
84,84,1.682398,506.41176470588243
85,85,1.702418,504.1176470588236
86,86,1.722438,502.23529411764713
87,87,1.742457,498.23529411764713
88,88,1.762477,488.0
89,89,1.782497,487.35294117647067
90,90,1.802516,486.1176470588236
91,91,1.822536,487.8823529411765
92,92,1.842556,489.7058823529412
93,93,1.862576,486.82352941176475
94,94,1.882595,486.5882352941177
95,95,1.902615,486.76470588235304
96,96,1.922635,487.4117647058824
97,97,1.942654,488.0588235294118
98,98,1.962674,488.1764705882353
99,99,1.982694,487.8823529411766
100,100,2.002713,486.3529411764706
101,101,2.022733,482.00000000000006
102,102,2.042753,478.9411764705883
103,103,2.062773,472.23529411764713
104,104,2.082792,468.5882352941177
105,105,2.102812,467.64705882352945
106,106,2.122832,464.8823529411766
107,107,2.142851,465.1176470588236
108,108,2.162871,461.2352941176471
109,109,2.182891,459.5294117647059
110,110,2.20291,456.64705882352945
111,111,2.22293,453.29411764705884
112,112,2.24295,447.7058823529412
113,113,2.26297,443.0
114,114,2.282989,438.82352941176475
115,115,2.303009,431.4117647058824
116,116,2.323029,431.764705882353
117,117,2.343048,429.82352941176475
118,118,2.363068,427.82352941176475
119,119,2.383088,429.52941176470597
120,120,2.403108,441.7058823529412
121,121,2.423127,459.41176470588243
122,122,2.443147,482.8823529411766
123,123,2.463167,508.7058823529412
124,124,2.483186,529.2352941176471
125,125,2.503206,542.8823529411765
126,126,2.523226,546.7647058823529
127,127,2.543246,549.2352941176471
128,128,2.563265,550.529411764706
129,129,2.583285,551.8235294117648
130,130,2.603305,552.3529411764707
131,131,2.623324,552.1764705882352
132,132,2.643344,556.8823529411765
133,133,2.663364,557.2352941176471
134,134,2.683383,557.8235294117648
135,135,2.703403,556.7058823529412
136,136,2.723423,556.0
137,137,2.743443,542.764705882353
138,138,2.763462,524.4117647058824
139,139,2.783482,503.2941176470589
140,140,2.803502,478.5294117647059
141,141,2.823521,455.0
142,142,2.843541,440.11764705882354
143,143,2.863561,431.0588235294117
144,144,2.88358,425.0588235294118
145,145,2.9036,419.76470588235304
146,146,2.92362,412.8823529411765
147,147,2.94364,406.8823529411765
148,148,2.963659,403.4117647058823
149,149,2.983679,399.2352941176471
150,150,3.003699,394.64705882352945
151,151,3.023718,398.94117647058823
152,152,3.043738,412.2352941176471
153,153,3.063758,446.1764705882353
154,154,3.083777,531.0588235294117
155,155,3.103797,682.6470588235295
156,156,3.123817,906.1176470588235
157,157,3.143836,1177.7058823529412
158,158,3.163856,1458.7058823529414
159,159,3.183876,1685.1176470588234
160,160,3.203896,1834.4705882352946
161,161,3.223915,1919.2352941176473
162,162,3.243935,1958.2352941176473
163,163,3.263955,1973.9411764705883
164,164,3.283974,1983.5882352941176
165,165,3.303994,1989.8235294117649
166,166,3.324014,1998.8823529411766
167,167,3.344033,2016.1176470588234
168,168,3.364053,2027.1176470588234
169,169,3.384073,2044.6470588235293
170,170,3.404093,2043.3529411764705
171,171,3.424112,2006.4117647058827
172,172,3.444132,1908.9411764705885
173,173,3.464152,1755.8235294117646
174,174,3.484171,1572.8235294117646
175,175,3.504191,1414.0
176,176,3.524211,1326.6470588235293
177,177,3.54423,1307.294117647059
178,178,3.56425,1332.2941176470588
179,179,3.58427,1367.529411764706
180,180,3.60429,1393.6470588235295
181,181,3.624309,1400.8823529411766
182,182,3.644329,1396.8235294117646
183,183,3.664349,1382.5882352941178
184,184,3.684368,1359.294117647059
185,185,3.704388,1334.1764705882354
186,186,3.724408,1295.8235294117649
187,187,3.744427,1254.3529411764707
188,188,3.764447,1201.2941176470588
189,189,3.784467,1143.2941176470586
190,190,3.804487,1071.0
191,191,3.824506,986.7058823529412
192,192,3.844526,871.4117647058824
193,193,3.864546,741.7058823529412
194,194,3.884565,622.4705882352941
195,195,3.904585,516.4705882352941
196,196,3.924605,444.41176470588243
197,197,3.944624,400.5882352941176
198,198,3.964644,378.3529411764706
199,199,3.984664,369.1764705882353
200,200,4.004683,365.1176470588236
201,201,4.024704,362.11764705882354
202,202,4.044723,358.94117647058823
203,203,4.064743,353.3529411764706
204,204,4.084763,348.5294117647059
205,205,4.104782,340.94117647058823
206,206,4.124802,328.47058823529414
207,207,4.144822,314.0
208,208,4.164841,293.94117647058823
209,209,4.184861,272.2352941176471
210,210,4.204881,248.29411764705884
211,211,4.2249,224.5294117647059
212,212,4.24492,211.5294117647059
213,213,4.26494,199.82352941176472
214,214,4.284959,195.2352941176471
215,215,4.304979,192.7058823529412
216,216,4.324999,189.47058823529414
217,217,4.345018,187.5294117647059
218,218,4.365038,189.0
219,219,4.385058,188.0
220,220,4.405077,188.58823529411768
221,221,4.425097,186.52941176470588
222,222,4.445117,185.23529411764707
223,223,4.465137,183.7058823529412
224,224,4.485157,180.23529411764704
225,225,4.505176,177.52941176470586
226,226,4.525196,175.47058823529412
227,227,4.545216,173.5294117647059
228,228,4.565235,172.35294117647058
229,229,4.585255,170.0
230,230,4.605275,167.23529411764704
231,231,4.625294,164.05882352941177
232,232,4.645314,161.58823529411765
233,233,4.665334,159.64705882352942
234,234,4.685353,158.7058823529412
235,235,4.705373,153.94117647058826
236,236,4.725393,151.3529411764706
237,237,4.745412,148.47058823529412
238,238,4.765432,146.1764705882353
239,239,4.785452,143.76470588235296
240,240,4.805472,143.23529411764704
241,241,4.825491,142.11764705882354
242,242,4.845511,141.47058823529412
243,243,4.865531,139.23529411764707
244,244,4.88555,139.05882352941177
245,245,4.90557,138.41176470588238
246,246,4.92559,137.23529411764707
247,247,4.94561,136.23529411764707
248,248,4.965629,135.23529411764704
249,249,4.985649,132.5294117647059
250,250,5.005669,132.0588235294118
251,251,5.025688,129.1764705882353
252,252,5.045708,126.88235294117649
253,253,5.065728,126.88235294117649
254,254,5.085747,124.52941176470587
255,255,5.105767,124.0
256,256,5.125787,123.5294117647059
257,257,5.145807,124.0
258,258,5.165826,125.23529411764707
259,259,5.185846,126.64705882352943
260,260,5.205866,127.76470588235296
261,261,5.225885,129.41176470588238
262,262,5.245905,132.94117647058826
263,263,5.265925,139.76470588235296
264,264,5.285944,143.52941176470588
265,265,5.305964,144.8823529411765
266,266,5.325984,146.29411764705884
267,267,5.346004,145.58823529411765
268,268,5.366023,144.2941176470588
269,269,5.386043,144.23529411764707
270,270,5.406063,142.47058823529412
271,271,5.426083,143.1764705882353
272,272,5.446102,141.23529411764707
273,273,5.466122,138.94117647058823
274,274,5.486142,135.76470588235296
275,275,5.506161,132.58823529411765
276,276,5.526181,127.58823529411765
277,277,5.546201,124.82352941176472
278,278,5.56622,119.41176470588235
279,279,5.58624,114.00000000000001
280,280,5.60626,107.5294117647059
281,281,5.626279,105.29411764705884
282,282,5.646299,109.76470588235296
283,283,5.666319,120.29411764705884
284,284,5.686338,140.76470588235296
285,285,5.706358,169.47058823529412
286,286,5.726378,199.76470588235296
287,287,5.746397,232.29411764705884
288,288,5.766418,259.764705882353
289,289,5.786437,281.8235294117647
290,290,5.806457,298.764705882353
291,291,5.826477,308.11764705882354
292,292,5.846496,312.2941176470589
293,293,5.866516,314.70588235294116
294,294,5.886536,314.11764705882354
295,295,5.906555,313.52941176470586
296,296,5.926575,312.2352941176471
297,297,5.946595,309.11764705882354
298,298,5.966614,304.94117647058823
299,299,5.986634,295.3529411764706
300,300,6.006654,281.29411764705884
301,301,6.026673,258.1764705882353
302,302,6.046693,227.76470588235298
303,303,6.066713,196.1764705882353
304,304,6.086732,164.23529411764707
305,305,6.106752,137.82352941176472
306,306,6.126772,124.05882352941177
307,307,6.146791,125.94117647058825
308,308,6.166811,147.35294117647058
309,309,6.186831,188.3529411764706
310,310,6.206851,247.94117647058823
311,311,6.226871,319.764705882353
312,312,6.24689,394.764705882353
313,313,6.26691,466.5882352941176
314,314,6.28693,527.5882352941177
315,315,6.306949,573.0
316,316,6.326969,607.2352941176471
317,317,6.346989,626.7058823529412
318,318,6.367008,636.3529411764706
319,319,6.387028,641.8823529411766
320,320,6.407048,643.4117647058824
321,321,6.427067,642.0
322,322,6.447087,639.4705882352941
323,323,6.467107,628.235294117647
324,324,6.487126,607.7058823529412
325,325,6.507146,574.5294117647059
326,326,6.527166,526.8823529411765
327,327,6.547185,462.9411764705883
328,328,6.567205,389.2941176470589
329,329,6.587225,313.11764705882354
330,330,6.607245,240.0588235294118
331,331,6.627264,178.0588235294118
332,332,6.647284,131.41176470588238
333,333,6.667304,96.47058823529412
334,334,6.687324,75.94117647058825
335,335,6.707343,64.52941176470588
336,336,6.727363,57.705882352941174
337,337,6.747383,54.76470588235294
338,338,6.767402,54.76470588235294
339,339,6.787422,54.411764705882355
340,340,6.807442,59.64705882352941
341,341,6.827461,64.82352941176471
342,342,6.847481,72.64705882352942
343,343,6.867501,85.05882352941177
344,344,6.887521,96.11764705882354
345,345,6.90754,108.88235294117649
346,346,6.92756,121.35294117647058
347,347,6.94758,130.52941176470588
348,348,6.967599,135.8823529411765
349,349,6.987619,139.41176470588238
350,350,7.007639,140.0
351,351,7.027658,139.94117647058826
352,352,7.047678,139.64705882352942
353,353,7.067698,139.58823529411765
354,354,7.087718,138.11764705882354
