,Unnamed: 0,ChannelStartInKeV,ChannelCount
0,0,0.0009748786,-2.6078431372548994
1,1,0.02099458,-2.0833333333333313
2,2,0.04101428,-1.5588235294117627
3,3,0.06103398,-1.0343137254901944
4,4,0.08105368,-0.5098039215686261
5,5,0.1010734,0.014705882352942456
6,6,0.1210931,0.5392156862745106
7,7,0.1411128,1.0637254901960786
8,8,0.1611325,1.5882352941176472
9,9,0.1811522,15.000000000000002
10,10,0.2011719,84.11764705882354
11,11,0.2211916,235.94117647058826
12,12,0.2412113,386.00000000000006
13,13,0.261231,449.4117647058825
14,14,0.2812507,464.0588235294119
15,15,0.3012704,465.23529411764713
16,16,0.3212901,465.29411764705884
17,17,0.3413098,465.2941176470589
18,18,0.3613295,465.2941176470588
19,19,0.3813492,465.3529411764706
20,20,0.4013689,465.3529411764706
21,21,0.4213886,465.3529411764706
22,22,0.4414083,465.3529411764706
23,23,0.461428,465.3529411764706
24,24,0.4814477,465.23529411764713
25,25,0.5014674,463.764705882353
26,26,0.5214871,451.0588235294118
27,27,0.5415068,382.82352941176475
28,28,0.5615265,231.8823529411765
29,29,0.5815462,83.29411764705884
30,30,0.6015659,20.882352941176475
31,31,0.6215856,7.294117647058824
32,32,0.6416053,7.176470588235295
33,33,0.661625,8.529411764705882
34,34,0.6816447,9.764705882352942
35,35,0.7016644,11.588235294117647
36,36,0.7216841,13.294117647058824
37,37,0.7417038,15.529411764705886
38,38,0.7617235,18.647058823529413
39,39,0.7817432,23.823529411764707
40,40,0.8017629,28.176470588235297
41,41,0.8217826,30.647058823529413
42,42,0.8418023,32.88235294117647
43,43,0.861822,33.470588235294116
44,44,0.8818417,35.0
45,45,0.9018614,36.35294117647059
46,46,0.9218811,37.117647058823536
47,47,0.9419008,39.117647058823536
48,48,0.9619205,40.47058823529412
49,49,0.9819402,40.94117647058823
50,50,1.00196,41.1764705882353
51,51,1.02198,41.82352941176471
52,52,1.041999,42.70588235294118
53,53,1.062019,44.05882352941177
54,54,1.082039,44.705882352941174
55,55,1.102058,43.94117647058824
56,56,1.122078,40.82352941176471
57,57,1.142098,37.82352941176471
58,58,1.162117,36.88235294117647
59,59,1.182137,35.58823529411765
60,60,1.202157,35.352941176470594
61,61,1.222177,34.1764705882353
62,62,1.242196,33.05882352941177
63,63,1.262216,32.94117647058823
64,64,1.282236,33.529411764705884
65,65,1.302255,35.705882352941174
66,66,1.322275,39.0
67,67,1.342295,42.94117647058824
68,68,1.362315,49.00000000000001
69,69,1.382334,56.11764705882353
70,70,1.402354,63.52941176470589
71,71,1.422374,69.05882352941177
72,72,1.442393,73.23529411764706
73,73,1.462413,75.29411764705883
74,74,1.482433,76.88235294117646
75,75,1.502452,80.1764705882353
76,76,1.522472,89.52941176470588
77,77,1.542492,111.05882352941178
78,78,1.562512,138.29411764705884
79,79,1.582531,170.1764705882353
80,80,1.602551,195.00000000000003
81,81,1.622571,209.35294117647058
82,82,1.64259,213.47058823529412
83,83,1.66261,214.8235294117647
84,84,1.68263,214.29411764705884
85,85,1.702649,212.6470588235294
86,86,1.722669,208.7058823529412
87,87,1.742689,206.94117647058823
88,88,1.762709,210.00000000000003
89,89,1.782728,222.11764705882356
90,90,1.802748,245.05882352941182
91,91,1.822768,276.8235294117647
92,92,1.842787,309.82352941176475
93,93,1.862807,336.47058823529414
94,94,1.882827,343.05882352941177
95,95,1.902846,331.52941176470597
96,96,1.922866,308.29411764705884
97,97,1.942886,287.41176470588243
98,98,1.962906,274.29411764705884
99,99,1.982925,270.7647058823529
100,100,2.002945,270.52941176470586
101,101,2.022965,271.7647058823529
102,102,2.042984,274.764705882353
103,103,2.063004,287.2941176470589
104,104,2.083024,320.41176470588243
105,105,2.103044,385.29411764705884
106,106,2.123063,475.00000000000006
107,107,2.143083,570.8235294117648
108,108,2.163103,657.9411764705883
109,109,2.183122,708.8823529411766
110,110,2.203142,725.4117647058825
111,111,2.223162,726.8823529411765
112,112,2.243181,728.764705882353
113,113,2.263201,733.9411764705883
114,114,2.283221,742.0
115,115,2.303241,753.2352941176471
116,116,2.32326,762.9411764705882
117,117,2.34328,771.3529411764706
118,118,2.3633,779.7647058823529
119,119,2.383319,787.8823529411766
120,120,2.403339,791.2352941176472
121,121,2.423359,784.5882352941178
122,122,2.443378,762.8823529411766
123,123,2.463398,735.7647058823529
